Episode,Reward,Avg Reward,Loss,Average Q,Total Frames,Number of completed tasks,Energy Consumption,Epsilon
3148,4793.699572264956,234108.98486673774,0.0,0.0,313340,37,3083.1681094045407,0.009999999776482582
3149,9651.284478651423,234037.72845391615,0.0,0.0,313440,81,6159.5615348592155,0.009999999776482582
3150,14521.73043414314,233968.06295152963,0.0,0.0,313540,124,8862.387729490338,0.009999999776482582
3151,19361.53722002855,233899.97712483822,0.0,0.0,313640,160,11997.241730939966,0.009999999776482582
3152,24188.498111803314,233833.46539663867,0.0,0.0,313740,192,15282.212539208092,0.009999999776482582
3153,29061.84608702524,233768.54097707316,0.0,0.0,313840,237,17937.627013668993,0.009999999776482582
3154,33922.23573649427,233705.19824958013,0.0,0.0,313940,279,20826.72321966427,0.009999999776482582
3155,38780.37853160277,233643.43499871888,0.0,0.0,314040,321,23740.184978926172,0.009999999776482582
3156,43650.50032532393,233583.25351798613,0.0,0.0,314140,373,26795.552013046607,0.009999999776482582
3157,48513.85326321294,233524.65016135067,0.0,0.0,314240,416,29601.993906541313,0.009999999776482582
3158,53369.96253116342,233467.6211370929,0.0,0.0,314340,458,32653.71056424123,0.009999999776482582
3159,58215.167024551374,233412.16149971553,0.0,0.0,314440,495,35710.999313560635,0.009999999776482582
3160,63071.46447149874,233358.2732690834,0.0,0.0,314540,540,38921.33548688509,0.009999999776482582
3161,67915.54112851429,233305.95108940577,0.0,0.0,314640,577,41961.28343577888,0.009999999776482582
3162,72768.48959678068,233255.196280208,0.0,0.0,314740,616,44966.73351251258,0.009999999776482582
3163,77622.11613744147,233206.00756966986,0.0,0.0,314840,657,47915.96270217247,0.009999999776482582
3164,82491.70069185266,233158.38851536406,0.0,0.0,314940,703,50772.14261200258,0.009999999776482582
3165,87367.72735211659,233112.33966471234,0.0,0.0,315040,751,53642.421323679955,0.009999999776482582
3166,92232.80113473184,233067.85607187057,0.0,0.0,315140,799,56765.610830811675,0.009999999776482582
3167,97088.26162048466,233024.93322008668,0.0,0.0,315240,838,59796.932079420236,0.009999999776482582
3168,101921.44156380581,232983.56260107236,0.0,0.0,315340,874,63139.053026892405,0.009999999776482582
3169,106764.65516462011,232943.7459110293,0.0,0.0,315440,913,66239.22945376874,0.009999999776482582
3170,111618.3304223154,232905.48497899252,0.0,0.0,315540,957,69442.29466473525,0.009999999776482582
3171,116474.07331011698,232868.7789854021,0.0,0.0,315640,997,72416.7578167531,0.009999999776482582
3172,121322.96749713233,232833.624301668,0.0,0.0,315740,1037,75459.12342544676,0.009999999776482582
3173,126188.04033087187,232800.02455876605,0.0,0.0,315840,1082,78423.15589493644,0.009999999776482582
3174,131042.92153370124,232767.97507749827,0.0,0.0,315940,1126,81524.76078345993,0.009999999776482582
3175,135908.80900047268,232737.4778589602,0.0,0.0,316040,1171,84414.6442465566,0.009999999776482582
3176,140759.03738719766,232708.5265084812,0.0,0.0,316140,1212,87494.38885027905,0.009999999776482582
3177,145606.21414397424,232681.11860654145,0.0,0.0,316240,1253,90617.05614789383,0.009999999776482582
3178,150478.00997516434,232655.26044088198,0.0,0.0,316340,1299,93417.21188584912,0.009999999776482582
3179,155343.59444483434,232630.94859622917,0.0,0.0,316440,1345,96213.98399525364,0.009999999776482582
3180,160188.81936238855,232608.17521388593,0.0,0.0,316540,1383,99286.46182979965,0.009999999776482582
3181,165031.35903299847,232586.93799949845,0.0,0.0,316640,1419,102417.40130426058,0.009999999776482582
3182,169887.14530865086,232567.23966689061,0.0,0.0,316740,1462,105463.52879505696,0.009999999776482582
3183,174722.38665164553,232549.07231355665,0.0,0.0,316840,1498,108736.76993713234,0.009999999776482582
3184,179614.26422647524,232532.45227962037,0.0,0.0,316940,1551,111256.53859980355,0.009999999776482582
3185,184475.97343242608,232517.36863905314,0.0,0.0,317040,1598,114278.97239812922,0.009999999776482582
3186,189333.4360528042,232503.81861313968,0.0,0.0,317140,1644,117319.68546989169,0.009999999776482582
3187,194172.27348538773,232491.79491642458,0.0,0.0,317240,1678,120407.77734207973,0.009999999776482582
3188,199040.81522619288,232481.3054276537,0.0,0.0,317340,1722,123186.74711767703,0.009999999776482582
