Episode,Reward,Avg Reward,Loss,Average Q,Total Frames,Number of completed tasks,Energy Consumption,Epsilon
759,4818.304177385824,240677.60108360907,0.0,0.0,75668,43,2710.771813239363,0.07537487149238586
760,9662.638621458802,240374.0334588231,0.0,0.0,75768,81,5731.978819660224,0.07533738017082214
761,14508.743036797145,240077.62231653693,0.0,0.0,75868,118,8790.000272814475,0.07529987394809723
762,19366.09698694915,239788.3542623697,0.0,0.0,75968,161,11835.100753668294,0.07526237517595291
763,24218.25212642382,239506.1944428201,0.0,0.0,76068,203,14940.051427703618,0.0752248764038086
764,29078.825424337876,239231.12598658676,0.0,0.0,76168,250,18037.844407846587,0.07518737763166428
765,33954.493660275,238963.14082689182,0.0,0.0,76268,301,21012.414340405034,0.07514987885951996
766,38814.437701629446,238702.19075762812,0.0,0.0,76368,345,23969.547675661885,0.07511237263679504
767,43658.14947770553,238448.22716221158,0.0,0.0,76468,382,27074.518721146505,0.07507487386465073
768,48500.213988998534,238201.2206431307,0.0,0.0,76568,420,30263.717894470967,0.07503737509250641
769,53351.13558992272,237961.15559760702,0.0,0.0,76668,458,33264.00412177294,0.07499987632036209
770,58189.28509702076,237727.98845039489,0.0,0.0,76768,493,36365.19867151791,0.07496237754821777
771,63030.05314415847,237501.6957880811,0.0,0.0,76868,531,39530.99949115022,0.07492487132549286
772,67879.9556601533,237282.2627478121,0.0,0.0,76968,571,42637.14077242962,0.07488738000392914
773,72730.61019494182,237069.66371350607,0.0,0.0,77068,612,45691.242837799175,0.07484987378120422
774,77584.59824655043,236863.87653225838,0.0,0.0,77168,654,48737.43759706109,0.0748123750090599
775,82454.58153757278,236664.89548200753,0.0,0.0,77268,702,51633.79344794253,0.07477487623691559
776,87310.57580014157,236472.67628035773,0.0,0.0,77368,744,54598.033616295776,0.07473737746477127
777,92187.56985876554,236287.21984536859,0.0,0.0,77468,794,57346.7576930295,0.07469987869262695
778,97051.1016510592,236108.4828515376,0.0,0.0,77568,837,60162.35811351294,0.07466237246990204
779,101933.81475531074,235936.46404628604,0.0,0.0,77668,885,62710.151394792316,0.07462487369775772
780,106763.50694796404,235771.0697350206,0.0,0.0,77768,915,65725.73521939585,0.0745873749256134
781,111621.19299207523,235612.31030184546,0.0,0.0,77868,958,68869.97654825979,0.07454987615346909
782,116478.02406235367,235460.1592338512,0.0,0.0,77968,1000,71846.43544317615,0.07451237738132477
783,121329.6247583267,235314.58457253038,0.0,0.0,78068,1039,74709.83888638795,0.07447487115859985
784,126199.67121690477,235175.58468290538,0.0,0.0,78168,1085,77478.67960800782,0.07443737983703613
785,131040.20320813345,235043.09692021483,0.0,0.0,78268,1119,80596.60560945743,0.07439987361431122
786,135879.38744157576,234917.09474806918,0.0,0.0,78368,1157,83855.53329343526,0.0743623748421669
787,140727.17508336573,234797.5643931647,0.0,0.0,78468,1196,86847.84045042435,0.07432487607002258
788,145576.6578804635,234684.4833963172,0.0,0.0,78568,1233,89795.00137161855,0.07428737729787827
789,150428.66502386815,234577.83046166852,0.0,0.0,78668,1276,92849.71532051238,0.07424987852573395
790,155270.59818117408,234477.5684739561,0.0,0.0,78768,1312,95851.389569121,0.07421237230300903
791,160151.02477603446,234383.72182787288,0.0,0.0,78868,1362,98492.09832341169,0.07417487353086472
792,165033.31971942016,234296.2686095772,0.0,0.0,78968,1413,101096.81540511672,0.0741373747587204
793,169880.0840156676,234215.1399136151,0.0,0.0,79068,1453,104205.83934264636,0.07409987598657608
794,174739.58826194942,234140.32789895893,0.0,0.0,79168,1498,107279.22286611356,0.07406237721443176
795,179592.5232862725,234071.80050622945,0.0,0.0,79268,1539,110299.69384128532,0.07402487099170685
796,184450.04821476352,234009.53983836056,0.0,0.0,79368,1581,113226.23614387136,0.07398737967014313
797,189305.71487775704,233953.5200075829,0.0,0.0,79468,1622,116204.101898162,0.07394987344741821
798,194137.36764081,233903.6875265231,0.0,0.0,79568,1657,119517.39582432751,0.0739123746752739
799,198995.66570261217,233860.05249924323,0.0,0.0,79668,1700,122465.62869154426,0.07387487590312958
800,203847.44413093716,233822.58357493824,0.0,0.0,79768,1741,125478.59021358968,0.07383737713098526
801,208702.74450307534,233791.26207983616,0.0,0.0,79868,1781,128325.8773116301,0.07379987835884094
802,213570.7680008001,233766.08089169292,0.0,0.0,79968,1830,131237.60794802336,0.07376237213611603
803,218409.222669803,233746.98032176518,0.0,0.0,80068,1864,134309.74234720005,0.07372487336397171
804,223242.72490645832,233733.93155727413,0.0,0.0,80168,1897,137429.5043536208,0.07368737459182739
805,228073.66833966816,233726.90889819522,0.0,0.0,80268,1931,140642.3056888777,0.07364987581968307
806,232932.79917907843,233725.9248712818,0.0,0.0,80368,1975,143598.97170169142,0.07361237704753876
807,237785.09293794923,233730.9485941366,0.0,0.0,80468,2014,146490.01924646503,0.07357487827539444
808,242632.70756967444,233741.95200448952,0.0,0.0,80568,2054,149726.28008101095,0.07353737950325012
809,247495.4919134584,233758.9316833895,0.0,0.0,80668,2097,152535.01099084114,0.07349987328052521
810,252351.97924739568,233781.8577593007,0.0,0.0,80768,2139,155598.11075010296,0.07346237450838089
811,257198.37746795148,233810.69583775965,0.0,0.0,80868,2176,158654.13782683667,0.07342487573623657
812,262066.69586446098,233845.4510653448,0.0,0.0,80968,2225,161598.85708680944,0.07338737696409225
813,266909.029689308,233886.06971230297,0.0,0.0,81068,2261,164670.97614223653,0.07334987819194794
814,271776.2300281694,233932.56070655555,0.0,0.0,81168,2306,167595.0251926924,0.07331237196922302
815,276615.3537067718,233984.86805091857,0.0,0.0,81268,2342,170717.73273249486,0.0732748731970787
816,281456.6913235197,234042.97309776387,0.0,0.0,81368,2381,173917.13188948392,0.07323737442493439
817,286318.9273783275,234106.88013233666,0.0,0.0,81468,2424,176769.9044718998,0.07319987565279007
818,291166.33573254826,234176.5497972942,0.0,0.0,81568,2463,179827.44518854845,0.07316237688064575
819,296001.5204826612,234251.94610300806,0.0,0.0,81668,2497,183077.79227664627,0.07312487810850143
820,300824.45220120734,234333.0331993518,0.0,0.0,81768,2530,186439.9495515328,0.07308737933635712
821,305649.70954696625,234419.7931462467,0.0,0.0,81868,2557,189483.96713394864,0.0730498731136322
822,310516.3878038318,234512.25559419027,0.0,0.0,81968,2606,192466.01595713056,0.07301237434148788
823,315364.82613825734,234610.37764582146,0.0,0.0,82068,2645,195489.326384007,0.07297487556934357
824,320236.3449268337,234714.16669707117,0.0,0.0,82168,2690,198255.3250253714,0.07293737679719925
825,325080.2425650338,234823.56872596702,0.0,0.0,82268,2728,201329.12900551435,0.07289987802505493
826,329925.12566920824,234938.56456265773,0.0,0.0,82368,2767,204500.9828826737,0.07286237180233002
827,334763.88576146954,235059.1265447819,0.0,0.0,82468,2802,207638.44107872664,0.0728248730301857
828,339625.3064325659,235185.2618643088,0.0,0.0,82568,2847,210736.34349921017,0.07278737425804138
829,344499.5397659682,235316.96581358789,0.0,0.0,82668,2897,213609.17347935328,0.07274987548589706
830,349344.74039832444,235454.1833521977,0.0,0.0,82768,2937,216756.7991043824,0.07271237671375275
831,354178.84420658275,235596.88126187844,0.0,0.0,82868,2974,220080.60160014997,0.07267487794160843
832,359024.8582749631,235745.0541034307,0.0,0.0,82968,3010,223031.03045103152,0.07263737916946411
833,363841.4611261123,235898.64691760662,0.0,0.0,83068,3036,226268.94935091914,0.0725998729467392
834,368680.4112657132,236057.6669946702,0.0,0.0,83168,3070,229334.5135732499,0.07256237417459488
835,373540.3317698727,236222.11994296592,0.0,0.0,83268,3114,232232.8237252678,0.07252487540245056
836,378382.9430513989,236391.96560976212,0.0,0.0,83368,3151,235302.0911457513,0.07248737663030624
837,383197.2818008517,236567.15095127895,0.0,0.0,83468,3175,238492.30544833725,0.07244987785816193
838,388053.3231404903,236747.70657963317,0.0,0.0,83568,3218,241570.13669197456,0.07241237163543701
839,392904.0932040168,236933.6070399003,0.0,0.0,83668,3259,244658.06057552702,0.0723748728632927
840,397761.4143333773,237124.84105570705,0.0,0.0,83768,3301,247671.57756064128,0.07233737409114838
841,402593.1736265725,237321.35926541116,0.0,0.0,83868,3334,250804.31692856888,0.07229987531900406
842,407424.23148252803,237523.1420319795,0.0,0.0,83968,3368,254093.96984834142,0.07226237654685974
843,412272.13531667273,237730.19060222205,0.0,0.0,84068,3409,257265.65727024648,0.07222487777471542
844,417120.95429632504,237942.4873639902,0.0,0.0,84168,3449,260414.08266942328,0.0721873790025711
845,421976.26359289465,238160.02137844518,0.0,0.0,84268,3489,263411.43811263493,0.07214987277984619
846,426809.35886336106,238382.7478689823,0.0,0.0,84368,3521,266439.5032809879,0.07211237400770187
847,431690.11679578654,238610.704671962,0.0,0.0,84468,3568,269076.7325786026,0.07207487523555756
848,436535.603299986,238843.83176104096,0.0,0.0,84568,3606,272165.48619368917,0.07203737646341324
849,441397.06159623526,239082.12967849412,0.0,0.0,84668,3649,275156.523625537,0.07199987769126892
850,446242.19156826247,239325.56100856434,0.0,0.0,84768,3686,278088.97779389034,0.071962371468544
851,451086.86152379785,239574.10713592966,0.0,0.0,84868,3726,281191.92992957274,0.07192488014698029
852,455936.78704010247,239827.75623312092,0.0,0.0,84968,3765,284198.1846724993,0.07188737392425537
853,460789.2133444503,240086.49330233794,0.0,0.0,85068,3807,287262.45653474476,0.07184987515211105
854,465669.0032329083,240350.3324952392,0.0,0.0,85168,3857,290046.6006114782,0.07181237637996674
855,470520.27258881746,240619.22261217097,0.0,0.0,85268,3898,293051.7865376437,0.07177487760782242
856,475353.9970107698,240893.12549945054,0.0,0.0,85368,3932,296202.00906608213,0.0717373788356781
857,480217.99758497864,241172.05891679964,0.0,0.0,85468,3978,299119.1905355719,0.07169987261295319
858,485070.59274310933,241455.99201787802,0.0,0.0,85568,4021,302211.4945370211,0.07166237384080887
859,489924.705622678,241744.9091267208,0.0,0.0,85668,4063,305278.38876432314,0.07162487506866455
860,494792.04642411025,242038.80824088733,0.0,0.0,85768,4108,308074.05337940966,0.07158737629652023
861,499625.4612937727,242337.63266438257,0.0,0.0,85868,4143,311258.90362304694,0.07154987752437592
862,504465.42548955156,242641.37286464346,0.0,0.0,85968,4179,314364.62185034866,0.071512371301651
863,509307.30475777434,242950.01398951976,0.0,0.0,86068,4215,317406.71282552026,0.07147487998008728
864,514161.35931890766,243263.5531170682,0.0,0.0,86168,4258,320473.1632623391,0.07143737375736237
865,519001.95911561954,243581.95774293254,0.0,0.0,86268,4291,323551.63101663,0.07139987498521805
866,523852.04188906273,243905.22196916802,0.0,0.0,86368,4330,326575.3288135339,0.07136237621307373
867,528684.5750916247,244233.30878152107,0.0,0.0,86468,4362,329671.8036381371,0.07132487744092941
868,533528.435048155,244566.2145654873,0.0,0.0,86568,4401,332806.5842795015,0.0712873786687851
869,538379.4940768313,244903.9309787187,0.0,0.0,86668,4439,335709.77026461565,0.07124987244606018
870,543219.370107265,245246.42861262063,0.0,0.0,86768,4477,338915.63937899127,0.07121237367391586
871,548084.2312846313,245593.71967073073,0.0,0.0,86868,4522,341783.0493491919,0.07117487490177155
872,549156.0985683588,245941.44289970852,0.0,0.0,86890,4533,342416.09866880096,0.07116662710905075
