Episode,Reward,Avg Reward,Loss,Average Q,Total Frames,Number of completed tasks,Energy Consumption,Epsilon
1727,139.50571030646532,6744.347168035818,7.169225692749023,53.32420349121094,117405,99,299.54509999999993,0.05972350016236305
1728,280.0513028386047,6738.88284355129,5.432142734527588,36.97560501098633,117505,199,587.0589,0.059686001390218735
1729,425.5543556538386,6733.550640436511,10.781294822692871,45.07822799682617,117605,299,879.4326,0.05964849889278412
1730,571.8325755036552,6728.350878356398,5.041402816772461,34.84621047973633,117705,397,1142.725100000001,0.0596110001206398
1731,711.0241471711807,6723.277247048486,10.400360107421875,49.081443786621094,117805,497,1443.2408000000016,0.05957350134849548
1732,854.5462208606577,6718.333076007047,7.212238311767578,43.88703155517578,117905,597,1738.770100000002,0.05953599885106087
1733,991.372895931606,6713.512402454794,9.54703426361084,48.498008728027344,118005,696,2037.4688000000024,0.05949850007891655
1734,1135.8807978884126,6708.821375032956,6.05666971206665,37.33072280883789,118105,796,2317.6571000000013,0.05946100130677223
1735,1269.1070088971207,6704.250186489984,8.22509479522705,41.117557525634766,118205,896,2624.477100000001,0.059423498809337616
1736,1410.559495868349,6699.805441997439,5.087652206420898,48.819114685058594,118305,996,2917.9939000000004,0.0593860000371933
1737,1559.0119081267699,6695.492695744191,9.095396041870117,43.16754913330078,118405,1095,3181.2702999999997,0.05934850126504898
1738,1692.6988021436287,6691.299239001861,9.143624305725098,52.54628372192383,118505,1195,3492.9939000000004,0.059310998767614365
1739,1841.6265235124793,6687.237536560078,7.412363052368164,45.08143615722656,118605,1295,3766.139600000001,0.05927349999547005
1740,1985.0358830512318,6683.302639778898,8.098764419555664,40.1265983581543,118705,1394,4031.525100000001,0.05923600122332573
1741,2119.6446339578442,6679.486872215503,6.9001665115356445,43.83433532714844,118805,1494,4341.898600000001,0.05919849872589111
1742,2251.7585795614177,6675.787851085466,9.793569564819336,46.1257438659668,118905,1591,4630.868299999998,0.059160999953746796
1743,2393.706944856807,6672.213493066912,5.570966720581055,35.5426025390625,119005,1691,4918.388999999994,0.05912350118160248
1744,2533.3393318528097,6668.761554650553,8.548212051391602,47.2120246887207,119105,1791,5211.37449999999,0.05908599868416786
1745,2673.5684087510367,6665.43222702897,10.697358131408691,48.87111282348633,119205,1890,5499.681799999987,0.059048499912023544
1746,2814.5535600131107,6662.225833467758,10.853545188903809,46.5218391418457,119305,1988,5779.596399999992,0.05901100113987923
1747,2950.4432794600166,6659.137828015172,9.637239456176758,51.513187408447266,119405,2088,6082.943399999997,0.05897349864244461
1748,3107.500578056723,6656.185511099164,7.081470966339111,45.29793930053711,119505,2188,6345.948399999995,0.05893599987030029
1749,3245.087578022814,6653.3523732809945,6.743693828582764,43.407955169677734,119605,2288,6649.035499999994,0.058898501098155975
1750,3391.240914299519,6650.645226842005,10.402202606201172,43.787330627441406,119705,2388,6928.423399999996,0.05886099860072136
1751,3529.9791239008346,6648.057609841225,9.723076820373535,45.65583038330078,119805,2485,7223.481199999999,0.05882349982857704
1752,3667.991001841729,6645.588623422004,8.318672180175781,50.12163162231445,119905,2584,7527.658500000001,0.058786001056432724
1753,3804.1764727844698,6643.236461045648,9.904953002929688,40.260841369628906,120005,2684,7833.1284000000005,0.05874849855899811
1754,3954.5625530929124,6641.012578574223,6.633368015289307,37.255401611328125,120105,2784,8112.1023,0.05871099978685379
1755,4105.7542578588855,6638.917323763715,5.375714302062988,36.33346939086914,120205,2884,8383.341300000002,0.05867350101470947
1756,4235.116717029715,6636.93235216443,10.727734565734863,50.803009033203125,120305,2983,8702.659500000009,0.05863599851727486
1757,4376.536779525859,6635.0673393157185,12.057435035705566,52.30570983886719,120405,3083,9002.616300000003,0.05859849974513054
1758,4511.121709682149,6633.316353635889,9.125567436218262,41.984535217285156,120505,3183,9320.441800000008,0.05856100097298622
1759,4655.438080178406,6631.687129357917,6.143121242523193,37.41484069824219,120605,3282,9604.096200000007,0.058523498475551605
1760,4806.851236569835,6630.185206812413,7.3021321296691895,45.775672912597656,120705,3381,9873.787300000005,0.05848599970340729
1761,4955.06763079324,6628.807643016344,7.524679660797119,41.054317474365234,120805,3481,10144.449000000002,0.05844850093126297
1762,5088.704837837376,6627.5421518042,7.371772289276123,43.39116668701172,120905,3581,10446.266500000005,0.058410998433828354
1763,5233.704137743789,6626.3977856186,6.191598892211914,40.6895866394043,121005,3681,10726.3145,0.058373499661684036
1764,5370.936411685967,6625.367874729402,4.845457077026367,41.32500457763672,121105,3781,11020.75129999999,0.05833600088953972
