Episode,Reward,Avg Reward,Loss,Average Q,Total Frames,Number of completed tasks,Energy Consumption,Epsilon
1299,4815.279373468792,250869.22783294137,0.0,0.0,129432,44,2805.0739098301146,0.05521337315440178
1300,9673.844273835024,250683.8355319736,0.0,0.0,129532,86,5859.607718098237,0.05517587438225746
1301,14524.424856236856,250502.45349612433,0.0,0.0,129632,127,8979.62881613861,0.055138375610113144
1302,19385.033311844098,250325.08018823157,0.0,0.0,129732,169,11835.354316877389,0.05510087311267853
1303,24264.111402718732,250151.72054959234,0.0,0.0,129832,218,14646.012866622394,0.05506337434053421
1304,29119.842071855328,249982.34746263624,0.0,0.0,129932,260,17613.88566849758,0.05502587556838989
1305,34001.339613253156,249816.97149950505,0.0,0.0,130032,308,20304.730396510364,0.054988373070955276
1306,38831.506141444836,249655.54421154934,0.0,0.0,130132,344,23637.097612448113,0.05495087429881096
1307,43695.561749317705,249498.08245125713,0.0,0.0,130232,390,26615.955861056696,0.05491337552666664
1308,48553.573157959545,249344.57251291233,0.0,0.0,130332,433,29635.759168613975,0.054875876754522324
1309,53426.1214960272,249195.0164434338,0.0,0.0,130432,481,32411.436116086144,0.05483837425708771
1310,58288.44217513272,249049.3973936487,0.0,0.0,130532,524,35326.379596939965,0.05480087548494339
1311,63133.988490311676,248907.69357588695,0.0,0.0,130632,561,38302.55975890029,0.05476337671279907
1312,67999.2239956916,248769.91104002998,0.0,0.0,130732,604,41045.49828733865,0.054725874215364456
1313,72849.34427413892,248636.0293301625,0.0,0.0,130832,644,44101.89892373187,0.05468837544322014
1314,77700.810766748,248506.0405707987,0.0,0.0,130932,686,47201.96976964202,0.05465087667107582
1315,82532.76148684706,248379.92105781697,0.0,0.0,131032,721,50401.35847492646,0.054613374173641205
1316,87383.38242667342,248257.67615376902,0.0,0.0,131132,760,53417.002078648904,0.05457587540149689
1317,92246.62671557532,248139.30661701775,0.0,0.0,131232,804,56320.48094089449,0.05453837662935257
1318,97094.82251912591,248024.79222422175,0.0,0.0,131332,846,59495.97054958817,0.054500874131917953
1319,101955.17656730527,247914.13342448167,0.0,0.0,131432,888,62434.48084223175,0.054463375359773636
1320,106827.37042968915,247807.3304244856,0.0,0.0,131532,932,65157.349455896685,0.05442587658762932
