Episode,Reward,Avg Reward,Loss,Average Q,Total Frames,Number of completed tasks,Energy Consumption,Epsilon
1770,4793.004784515198,247081.21924935267,0.0,0.0,176218,35,3135.3544417900825,0.0376686230301857
1771,9663.92146020446,246947.23657565677,0.0,0.0,176318,84,6071.39348088176,0.03763112425804138
1772,14530.902918555448,246816.15009305265,0.0,0.0,176418,132,9032.607068268811,0.037593625485897064
1773,19389.787481023373,246687.9503396073,0.0,0.0,176518,173,11849.229043440548,0.03755612298846245
1774,24246.46129083553,246562.63119084743,0.0,0.0,176618,215,14947.304845315735,0.03751862421631813
1775,29090.87384301009,246440.18087702547,0.0,0.0,176718,253,18151.656293498745,0.037481121718883514
1776,33961.229476557666,246320.609154234,0.0,0.0,176818,298,20872.256262277566,0.0374436229467392
1777,38822.46879811588,246203.90603817318,0.0,0.0,176918,340,23810.079517279075,0.03740612417459488
1778,43690.051497285924,246090.0702570934,0.0,0.0,177018,384,26597.282625261967,0.03736862540245056
1779,48534.34336698839,245979.083893672,0.0,0.0,177118,422,29645.916584098297,0.037331126630306244
1780,53380.16819205904,245870.9430089434,0.0,0.0,177218,459,32681.405891655562,0.037293627858161926
1781,58249.61331734135,245765.65606747786,0.0,0.0,177318,505,35546.218822792325,0.03725612163543701
1782,63081.76237960628,245663.19734976176,0.0,0.0,177418,539,38795.96601245219,0.037218622863292694
1783,67927.19876803817,245563.56954786615,0.0,0.0,177518,575,41676.39664245257,0.037181124091148376
1784,72782.91773395214,245466.773664497,0.0,0.0,177618,619,44801.476342765774,0.03714362531900406
1785,77633.58939595902,245372.80211675426,0.0,0.0,177718,658,47728.80044719908,0.03710612654685974
1786,82489.61481779002,245281.65315911637,0.0,0.0,177818,701,50675.857685865216,0.037068627774715424
1787,87364.94116344454,245193.33285039396,0.0,0.0,177918,750,53437.50689683174,0.03703112155199051
1788,92228.49761124377,245107.82986814735,0.0,0.0,178018,792,56285.99099629379,0.03699362277984619
1789,97105.6335685058,245025.14707691848,0.0,0.0,178118,840,59072.499546038765,0.036956124007701874
1790,101953.44454557856,244945.26337924608,0.0,0.0,178218,878,62122.875079448335,0.036918625235557556
