Episode,Reward,Avg Reward,Loss,Average Q,Total Frames,Number of completed tasks,Energy Consumption,Epsilon,The Ratio Energy to Tasks
1607,4854.960672634654,252011.6265279324,0.0,0.0,160103,42,5064.817108337046,0.0437117479741573,73.47150202987056
1608,3805.009170544392,252153.1475228292,0.0,0.0,160181,39,5480.920638460318,0.0436825007200241,58.88045631252373
1609,4812.549630898748,251999.5198222752,0.0,0.0,160280,42,4934.241939496144,0.0436453744769096,69.10191976191294
1610,4873.470304598488,251849.1079663554,0.0,0.0,160380,49,4808.190860766043,0.0436078757047653,58.33283993855252
1611,4836.023729842191,251701.88274036223,0.0,0.0,160480,34,4405.624688435275,0.0435703732073307,91.2198551980506
1612,4872.701550125983,251557.86095640383,0.0,0.0,160580,46,4527.45599483102,0.0435328744351863,59.346674407744935
1613,4851.228189775666,251417.0233556906,0.0,0.0,160680,43,4636.8258978788335,0.043495375663042,75.12795614827401
1614,4855.196940237194,251279.36648076164,0.0,0.0,160780,41,4426.522168002258,0.0434578731656074,73.40393129919424
1615,4889.488704608077,251144.9056469556,0.0,0.0,160880,50,4169.998920479637,0.0434203743934631,53.09382441818052
1616,4861.061998868136,251013.61734479223,0.0,0.0,160980,44,5080.477054078552,0.0433828756213188,67.2266322320596
1617,4871.508144055413,250885.5021481595,0.0,0.0,161080,47,4424.999706875958,0.0433453731238842,59.88965730839776
1618,4861.415728758322,250760.54794357248,0.0,0.0,161180,45,5183.801308371339,0.0433078743517398,67.08440959661327
1619,4876.916911160843,250638.75844597333,0.0,0.0,161280,46,4588.591616284928,0.0432703755795955,59.58502973755806
1620,4855.576269255755,250520.11463329985,0.0,0.0,161380,41,4847.04798051864,0.0432328730821609,70.48713823518013
1621,4864.539931368003,250404.6162136945,0.0,0.0,161480,45,5258.6032236135,0.0431953743100166,63.919068119323896
1622,4854.262985039997,250292.2510410543,0.0,0.0,161580,41,4158.272254889549,0.0431578755378723,73.58215923020393
1623,4854.436061585497,250183.0134339356,0.0,0.0,161680,41,4500.7562484435375,0.0431203730404377,71.91539842089945
1624,4839.912097249835,250076.8886805469,0.0,0.0,161780,37,4050.8382919664073,0.0430828742682933,86.80264957082387
1625,4847.8384257827565,249973.8759123567,0.0,0.0,161880,40,4873.476588775716,0.043045375496149,75.81650273511295
1626,4821.674073050919,249873.95330987603,0.0,0.0,161980,27,4131.460908174166,0.0430078729987144,117.00718978956596
1627,4850.819496142096,249777.1330812903,0.0,0.0,162080,42,4457.362636779896,0.0429703742265701,74.65030083265724
1628,4856.387539609306,249683.4129312785,0.0,0.0,162180,43,5011.612161829416,0.0429328754544258,71.1918242276769
1629,4838.060546000532,249592.77591062,0.0,0.0,162280,34,4258.221389478133,0.0428953729569911,90.42580696525972
1630,4853.040148774162,249505.2255326288,0.0,0.0,162380,42,4751.391557770551,0.0428578741848468,71.0339895502196
1631,4839.944568478444,249420.74809907645,0.0,0.0,162480,38,5425.395736028915,0.0428203754127025,84.64054134346358
1632,4854.6291643598815,249339.34695703143,0.0,0.0,162580,44,4601.361218104391,0.0427828729152679,69.36264190084826
1633,4855.533074348234,249261.01701165625,0.0,0.0,162680,43,4806.291102938116,0.0427453741431236,72.27462318381342
1634,4852.219256196884,249185.7506009276,0.0,0.0,162780,39,5086.618379096584,0.0427078753709793,76.96763304997614
1635,4864.99982554726,249113.54991920065,0.0,0.0,162880,43,5252.285740701204,0.0426703728735446,66.18772697611035
1636,4835.857203692474,249044.3915457005,0.0,0.0,162980,35,4925.870481256775,0.0426328741014003,88.91444998055438
1637,4861.579244481516,248978.2856117555,0.0,0.0,163080,47,4856.865567041596,0.042595375329256,66.94851499092746
1638,4864.122698793944,248915.2280820612,0.0,0.0,163180,43,4921.4771259217005,0.0425578728318214,66.19705990750984
1639,4854.04597602351,248855.20723592493,0.0,0.0,163280,42,4103.647214830794,0.0425203740596771,71.81248826503968
1640,4862.582654468191,248798.2227239428,0.0,0.0,163380,44,4378.399302683826,0.0424828752875328,67.17005891723305
1641,4884.0294009760255,248744.28205996603,0.0,0.0,163480,54,4889.497103316979,0.0424453727900981,52.007859059894585
1642,4851.30143375005,248693.3597665077,0.0,0.0,163580,40,4331.546091780912,0.0424078740179538,76.98137450357498
1643,4872.278030832182,248645.4630950796,0.0,0.0,163680,49,5417.418409278182,0.0423703752458095,59.60384895410644
1644,4858.004869288154,248600.57785113613,0.0,0.0,163780,43,4336.0558658118425,0.0423328727483749,69.06502515592966
1645,4857.822568943666,248558.6984352952,0.0,0.0,163880,42,5086.186690889177,0.0422953739762306,70.58789634132873
1646,4891.3976574917615,248519.8397580633,0.0,0.0,163980,54,4420.994487093249,0.0422578752040863,51.28816748264594
1647,4880.053885735018,248483.9894371666,0.0,0.0,164080,51,5444.850843502984,0.0422203727066516,56.8280189956636
1648,4860.421526194696,248451.1300939339,0.0,0.0,164180,42,4045.838532477541,0.0421828739345073,67.91021354235238
1649,4850.995708703122,248421.2505776073,0.0,0.0,164280,41,4083.343711773333,0.042145375162363,73.5945559007981
1650,4858.453772160108,248394.3499909021,0.0,0.0,164380,42,4927.374804207881,0.0421078726649284,70.62148736880287
1651,4864.249999235326,248370.42643275167,0.0,0.0,164480,47,4648.036320025689,0.0420703738927841,63.233788065781056
1652,4860.227123486635,248349.4720665189,0.0,0.0,164580,44,4490.131541282653,0.0420328751206398,68.53160083679244
1653,4859.013513257873,248331.48077298608,0.0,0.0,164680,40,4566.251549043863,0.0419953726232051,70.70612073937154
1654,4854.57908625828,248316.4445016124,0.0,0.0,164780,43,4175.3218633627375,0.0419578738510608,69.00953115156491
1655,4872.586909855716,248304.3687733864,0.0,0.0,164880,48,5109.156775032836,0.0419203750789165,60.16376032849136
1656,4871.195235759427,248295.24738836623,0.0,0.0,164980,47,4055.5809218627783,0.0418828725814819,60.06172354086835
1657,4837.584557044116,248289.05472911644,0.0,0.0,165080,38,4868.367920465003,0.0418453738093376,87.28515238187117
1658,4838.01926714828,248285.7857616,0.0,0.0,165180,35,5008.951629113393,0.0418078750371933,87.44319742371279
1659,4861.803056610515,248285.44952962064,0.0,0.0,165280,43,5388.415537791992,0.0417703762650489,68.69021333312767
1660,4859.155423462071,248288.03914224543,0.0,0.0,165380,45,4165.131404025555,0.0417328737676143,68.09844291415001
1661,4850.87096179201,248293.5443335324,0.0,0.0,165480,41,4785.679812203726,0.04169537499547,75.14848352691284
1662,4854.725267894333,248301.9621615513,0.0,0.0,165580,39,4986.595509948671,0.0416578762233257,75.42489965836808
1663,4822.462667933898,248313.26798657264,0.0,0.0,165680,31,5381.081103637443,0.0416203737258911,106.6833585282523
1664,4823.670540726336,248327.4573304472,0.0,0.0,165780,33,4461.94338586464,0.0415828749537467,102.38041352532947
1665,4862.6361904342775,248344.54838950944,0.0,0.0,165880,45,5152.914877689482,0.0415453761816024,65.14421999749999
1666,4896.622176258359,248364.5563292305,0.0,0.0,165980,54,5294.955913797338,0.0415078736841678,48.98009768308084
1667,4866.508072117984,248387.45784940265,0.0,0.0,166080,45,4472.715698286979,0.0414703749120235,65.81108903157227
1668,4860.464203106239,248413.2441276113,0.0,0.0,166180,46,4543.391112295356,0.0414328761398792,67.79661794466539
1669,4857.983264716517,248441.90849606448,0.0,0.0,166280,45,5266.704684230451,0.0413953736424446,67.44625771843259
1670,4854.450412895589,248473.4436734201,0.0,0.0,166380,40,4415.980367075614,0.0413578748703002,76.14907986578183
1671,4859.3116045543575,248507.8474161164,0.0,0.0,166480,46,5130.322567689814,0.0413203760981559,66.84117803608609
1672,4847.793987418467,248545.10769587324,0.0,0.0,166580,36,4040.702634288284,0.0412828736007213,82.11470058080805
1673,4855.423850346357,248585.22395131152,0.0,0.0,166680,40,4385.002871613366,0.041245374828577,76.16714451421285
1674,4858.49958597892,248628.19290351105,0.0,0.0,166780,44,5214.063232331887,0.0412078760564327,70.87779451900992
1675,4843.508873788582,248674.00050187373,0.0,0.0,166880,38,5300.020633843415,0.0411703735589981,80.5681005166407
1676,4876.042655439174,248722.6610683096,0.0,0.0,166980,51,5368.768825748631,0.0411328747868537,56.38821719085693
1677,4855.749042724841,248774.1574082316,0.0,0.0,167080,44,4452.373243236941,0.0410953760147094,67.57897388366904
1678,4859.353644928546,248828.48660161707,0.0,0.0,167180,43,4983.145005128234,0.0410578735172748,67.27712331595424
1679,4857.591970187263,248885.6425411831,0.0,0.0,167280,45,4979.696196910449,0.0410203747451305,69.56952059725299
1680,4868.774741741654,248945.62683462343,0.0,0.0,167380,46,4546.618531041036,0.0409828759729862,62.84654130190598
1681,4879.299914505682,249008.44069484592,0.0,0.0,167480,49,5098.7827902043,0.0409453734755516,56.43919115318449
1682,4878.735197777336,249074.0787425178,0.0,0.0,167580,50,5062.756705998219,0.0409078747034072,55.21584176195669
1683,4870.415293204424,249142.5310058654,0.0,0.0,167680,46,5021.67806955179,0.0408703759312629,62.2853068342564
1684,4842.923787296924,249213.77615898187,0.0,0.0,167780,37,5143.889195665972,0.0408328734338283,88.83721262748145
1685,4871.21694722923,249287.82601354612,0.0,0.0,167880,45,4210.899629915898,0.040795374661684,62.1891345650488
1686,4872.716794103675,249364.67647100613,0.0,0.0,167980,49,4445.953478882595,0.0407578758895397,58.58288098679801
1687,4870.552349075966,249444.3212717328,0.0,0.0,168080,47,4237.3089068513855,0.0407203733921051,59.56696754172221
1688,4856.075990002195,249526.746881452,0.0,0.0,168180,40,4792.425212249561,0.0406828746199607,77.44040756464747
1689,729.5388520681881,249609.50662586512,0.0,0.0,168195,7,5000.091115151343,0.0406772494316101,67.44252526439543
1690,4813.481748034561,249464.74256620937,0.0,0.0,168294,44,4623.1653625464,0.0406401231884956,67.00477800620855
1691,4838.617039742205,249323.0093252056,0.0,0.0,168394,37,4758.7418588890805,0.0406026244163513,85.86942636749495
1692,4866.191578781047,249184.31781961865,0.0,0.0,168494,49,4428.668388842886,0.040565125644207,60.50433434370176
1693,4854.721677808608,249048.65589177024,0.0,0.0,168594,44,5096.741685073137,0.0405276231467723,70.72676640045133
1694,4854.930066506269,248916.01830251896,0.0,0.0,168694,39,4969.114735944725,0.040490124374628,73.71383927082906
1695,4863.5204201335,248786.4047672764,0.0,0.0,168794,44,4575.567335627116,0.0404526256024837,64.0293705133191
1696,4862.5058658341295,248659.80934219065,0.0,0.0,168894,44,4703.973906860071,0.0404151231050491,65.94273084066067
1697,4843.925774076815,248536.2157525727,0.0,0.0,168994,37,5006.583000394801,0.0403776243329048,84.08098403025105
1698,4882.215465829591,248415.6412345528,0.0,0.0,169094,51,4556.126173861129,0.0403401255607605,55.80831060664551
1699,4858.89694328609,248298.06674357955,0.0,0.0,169194,44,3399.744760228869,0.0403026230633258,67.06661865702335
1700,4853.444506568376,248183.4837831698,0.0,0.0,169294,39,4698.310335225823,0.0402651242911815,73.86245385418489
1701,4850.526880715079,248071.88536612169,0.0,0.0,169394,39,4232.514509844672,0.0402276255190372,77.05304263259342
1702,4863.387647698517,247963.2737867024,0.0,0.0,169494,41,4764.139312519284,0.0401901230216026,69.98829862530089
1703,4857.775034546561,247857.6404926078,0.0,0.0,169594,44,4037.922150283169,0.0401526242494583,68.17657822250162
1704,4843.900703357853,247754.9721060156,0.0,0.0,169694,39,4655.372547164986,0.0401151254773139,78.47333803248628
1705,4872.6528378979565,247655.28026667493,0.0,0.0,169794,49,5147.579424719246,0.0400776229798793,57.879478635800986
1706,4865.225171028724,247558.5553920968,0.0,0.0,169894,43,5119.122358009011,0.040040124207735,63.97404216835749
1707,4889.643909428618,247464.8065676701,0.0,0.0,169994,51,4907.544425888209,0.0400026254355907,51.17477095924351
1708,4869.6095354947465,247374.01684633543,0.0,0.0,170094,47,4313.545183617904,0.0399651229381561,63.20967618230993
1709,4871.006209427229,247286.18185345235,0.0,0.0,170194,46,4750.372291346414,0.0399276241660118,60.53400365985315
1710,4848.557761949705,247201.2832882417,0.0,0.0,170294,39,4288.372863019918,0.0398901253938674,77.70906189975656
1711,4846.881840471455,247119.3150261684,0.0,0.0,170394,41,4388.89922367136,0.0398526228964328,78.2458596009113
1712,4877.112644981331,247040.2895832247,0.0,0.0,170494,50,4351.898297824937,0.0398151241242885,55.98991056876548
1713,4832.2116515580565,246964.1756120064,0.0,0.0,170594,33,4665.954070347702,0.0397776253521442,95.22593487519374
1714,4838.598634077061,246890.9717437483,0.0,0.0,170694,36,5244.278284379969,0.0397401228547096,88.36224899465621
1715,4856.865273414936,246820.6835357523,0.0,0.0,170794,42,4390.834022254428,0.0397026240825653,68.86804048364935
1716,4857.586207958302,246753.3063135594,0.0,0.0,170894,44,4352.833528092478,0.0396651253104209,69.67200873325088
1717,4848.340094395389,246688.82961205268,0.0,0.0,170994,40,4020.9508827951145,0.0396276228129863,75.32812381108525
1718,4869.0877002382185,246627.2604388201,0.0,0.0,171094,46,4428.036502454863,0.039590124040842,61.10174311450005
1719,4891.165292428632,246568.60655840085,0.0,0.0,171194,53,4483.651786064905,0.0395526252686977,49.08629064430277
1720,4859.135088019044,246512.84427754508,0.0,0.0,171294,44,5299.379522684481,0.0395151227712631,68.56750259944965
1721,4849.632101753086,246459.963040048,0.0,0.0,171394,40,5086.765807452176,0.0394776239991188,73.42366226990744
1722,4856.658994940866,246409.9619078729,0.0,0.0,171494,41,4433.671326999164,0.0394401252269744,73.8246029663388
1723,4857.095515708934,246362.836122438,0.0,0.0,171594,41,4356.891461551212,0.0394026227295398,69.12293408816629
1724,4852.486382917588,246318.5780111792,0.0,0.0,171694,42,4824.661647557914,0.0393651239573955,73.55767168968028
1725,4872.374886073201,246277.19411261365,0.0,0.0,171794,47,4391.3384265280965,0.0393276251852512,59.351399828355696
1726,4864.053788549587,246238.67461566112,0.0,0.0,171894,45,5245.541652998566,0.0392901226878166,67.14067099180183
1727,4847.653672675457,246203.0050565944,0.0,0.0,171994,39,4194.231106491231,0.0392526239156723,78.19161899112096
1728,4860.180216909444,246170.18773543104,0.0,0.0,172094,43,5477.277158553958,0.0392151251435279,70.65122634846497
1729,4856.895296283037,246140.2158072958,0.0,0.0,172194,40,5473.110320458743,0.0391776226460933,70.76231349506415
1730,4853.147207922884,246113.08217555817,0.0,0.0,172294,41,4227.826187957383,0.039140123873949,72.79247933484595
1731,4834.4050831107015,246088.77110291208,0.0,0.0,172394,37,4313.285707233252,0.0391026251018047,90.49599145886108
1732,4876.999464220979,246067.30228162755,0.0,0.0,172494,47,5401.999931412494,0.0390651226043701,58.24502670216037
1733,4846.985320384178,246048.6534851197,0.0,0.0,172594,39,5315.66017616811,0.0390276238322258,81.52301393210244
1734,4844.849921949062,246032.81860648803,0.0,0.0,172694,37,4008.9499468545087,0.0389901250600814,81.63728512824407
1735,4872.918221169675,246019.8089513462,0.0,0.0,172794,50,4843.510816195621,0.0389526225626468,57.389896889771336
1736,4885.654446282861,246009.6269725179,0.0,0.0,172894,53,4595.01833818121,0.0389151237905025,52.30023780608339
1737,4858.796910661942,246002.25233596133,0.0,0.0,172994,42,4283.44129517621,0.0388776250183582,71.56805595644012
1738,4867.360821970418,245997.6851232662,0.0,0.0,173094,45,4245.859832490701,0.0388401225209236,63.92674962186785
1739,4872.038478418544,245995.9231823549,0.0,0.0,173194,47,4181.857796584345,0.0388026237487793,61.77850781312334
1740,4854.696656121814,245996.95171849005,0.0,0.0,173294,40,4890.394084053674,0.0387651249766349,74.64815593111125
1741,4842.401176569227,246000.75886777355,0.0,0.0,173394,37,4760.125451052874,0.0387276224792003,82.89653491709504
1742,4861.303841424262,246007.35069264096,0.0,0.0,173494,45,4536.73274783603,0.038690123707056,66.08244244066881
1743,4853.5653148097335,246016.71796571085,0.0,0.0,173594,40,4189.970702071396,0.0386526249349117,72.89975903837039
1744,4872.196639476228,246028.8665924159,0.0,0.0,173694,48,4069.9225492404503,0.0386151261627674,59.21770778645927
1745,4874.554225160799,246043.7931440761,0.0,0.0,173794,45,4106.536741405313,0.0385776236653327,57.152254404068096
1746,4864.951684266911,246061.48735376773,0.0,0.0,173894,46,4044.0264935302102,0.0385401248931884,62.99965490739155
1747,4858.890629360278,246081.941004083,0.0,0.0,173994,40,4831.76337729332,0.0385026261210441,70.12474827842016
1748,4857.000928958878,246105.14828140129,0.0,0.0,174094,40,4514.885351843303,0.0384651236236095,70.85226226990707
1749,4842.623192769941,246131.0962493699,0.0,0.0,174194,42,4764.80417261216,0.0384276248514652,80.58163649961976
1750,4861.868474430463,246159.7912033685,0.0,0.0,174294,41,5158.402296924151,0.0383901260793209,66.73243918099651
1751,4845.2425158579135,246191.2189499515,0.0,0.0,174394,39,4617.903875858508,0.0383526235818862,80.61859225744504
1752,4853.572671748523,246225.37956429183,0.0,0.0,174494,41,4189.816959708708,0.0383151248097419,70.25660320883475
1753,4853.393842348654,246262.2682702021,0.0,0.0,174594,42,5381.254150696269,0.0382776260375976,69.68253229912773
1754,4844.513218278706,246301.8753440932,0.0,0.0,174694,39,4195.866216847203,0.038240123540163,80.80984329547321
1755,4858.836421987333,246344.20429855047,0.0,0.0,174794,42,4366.147445114872,0.0382026247680187,69.43093499798158
1756,4867.91653380316,246389.2556540465,0.0,0.0,174894,48,5170.737478281166,0.0381651259958744,61.38785709695245
1757,4850.849182778213,246437.0150564548,0.0,0.0,174994,41,5054.474730068957,0.0381276234984397,75.7908306201741
1758,4874.535782866995,246487.49135310863,0.0,0.0,175094,49,4046.16290231937,0.0380901247262954,58.11606092069759
1759,4865.301047407498,246540.6746659296,0.0,0.0,175194,45,4330.362091940685,0.0380526259541511,65.22166920834958
1760,4850.397585680068,246596.5519202384,0.0,0.0,175294,42,5495.617816191487,0.0380151234567165,74.91343141302198
1761,4858.994760460395,246655.12340851533,0.0,0.0,175394,42,4030.97604375981,0.0379776246845722,70.1973235092148
1762,4844.60432809504,246716.37638366208,0.0,0.0,175494,39,5493.572183322188,0.0379401259124279,82.11597343096331
1763,4876.009017792065,246780.3240884389,0.0,0.0,175594,48,5342.596336831206,0.0379026234149932,57.58000630387445
1764,4854.532534424914,246846.94977458965,0.0,0.0,175694,45,5210.33874134832,0.0378651246428489,69.46453420203696
1765,4872.892132461944,246916.2592890304,0.0,0.0,175794,47,4908.279629716526,0.0378276258707046,59.655022909228215
1766,4844.152640682005,246988.23181060856,0.0,0.0,175894,40,4626.706278522348,0.03779012337327,80.9185517940612
1767,4872.03373636835,247062.87859049733,0.0,0.0,175994,49,4507.019827666999,0.0377526246011257,59.24214322010129
1768,4865.167372937314,247140.19121199896,0.0,0.0,176094,45,5450.702770394103,0.0377151258289814,65.25681232702918
1769,1219.1257659690457,247218.10524622543,0.0,0.0,176119,13,5342.895973333466,0.0377057492733001,53.72350273221785
1770,4793.004784515198,247081.21924935267,0.0,0.0,176218,35,4674.584127913171,0.0376686230301857,89.58155547971664
1771,4870.916675689262,246947.2365756568,0.0,0.0,176318,49,4295.943504205999,0.0376311242580413,59.919164063095465
1772,4866.981458350989,246816.15009305265,0.0,0.0,176418,48,5446.807605166409,0.037593625485897,61.69194973723023
1773,4858.884562467925,246687.9503396073,0.0,0.0,176518,41,5083.594031927434,0.0375561229884624,68.6980969554082
1774,4856.673809812157,246562.63119084743,0.0,0.0,176618,42,4789.574061859857,0.0375186242163181,73.76370956845685
1775,4844.412552174559,246440.18087702547,0.0,0.0,176718,38,5162.716211360577,0.0374811217188835,84.3250381100792
1776,4870.355633547577,246320.609154234,0.0,0.0,176818,45,5001.618691862417,0.0374436229467392,60.45777708397387
1777,4861.239321558212,246203.9060381732,0.0,0.0,176918,42,4221.515935824212,0.0374061241745948,69.94817273813108
1778,4867.582699170038,246090.0702570934,0.0,0.0,177018,44,4215.264200947101,0.0373686254024505,63.345525181429366
1779,4844.2918697024725,245979.083893672,0.0,0.0,177118,38,4941.560312307744,0.0373311266303062,80.22720944306131
1780,4845.824825070653,245870.9430089434,0.0,0.0,177218,37,4547.125251732025,0.0372936278581619,82.04025155560167
1781,4869.4451252823055,245765.65606747783,0.0,0.0,177318,46,4460.296723919147,0.037256121635437,62.278541981234056
1782,4832.149062264936,245663.19734976176,0.0,0.0,177418,34,4781.536052628496,0.0372186228632926,95.5807996958784
1783,4845.436388431888,245563.5695478661,0.0,0.0,177518,36,5330.105956498546,0.0371811240911483,80.01196194445502
1784,4855.718965913969,245466.773664497,0.0,0.0,177618,44,4740.387651793578,0.037143625319004,71.02453864348189
1785,4850.671662006876,245372.80211675423,0.0,0.0,177718,39,4036.260539804178,0.0371061265468597,75.05959242136679
1786,4856.025421831,245281.6531591164,0.0,0.0,177818,43,5033.267727413096,0.0370686277747154,68.53621485270087
1787,4875.326345654525,245193.332850394,0.0,0.0,177918,49,4849.5575274440325,0.0370311215519905,56.36018797890871
1788,4863.556447799216,245107.82986814727,0.0,0.0,178018,42,5010.652641916573,0.0369936227798461,67.82104998719157
1789,4877.135957262042,245025.14707691848,0.0,0.0,178118,48,5416.737773641197,0.0369561240077018,58.05226145302034
1790,4847.810977072761,244945.26337924608,0.0,0.0,178218,38,5422.560360785978,0.0369186252355575,80.27304035288341
1791,4861.974821135154,244868.1819930784,0.0,0.0,178318,40,5373.168679495308,0.0368811264634132,67.87031722372595
1792,4849.657871640171,244793.89136019783,0.0,0.0,178418,41,5080.1670192714655,0.0368436276912689,75.39760376318577
1793,4841.5844417500775,244722.38231355345,0.0,0.0,178518,37,4656.462415404207,0.036806121468544,84.53201689267794
1794,4857.482002001721,244653.659060834,0.0,0.0,178618,44,4243.107103646693,0.0367686226963996,68.78705184725814
1795,4845.923889313868,244587.71051323408,0.0,0.0,178718,38,5294.154047472832,0.0367311239242553,80.88822076932487
1796,4843.980092814803,244524.5309568351,0.0,0.0,178818,38,5060.06204588034,0.036693625152111,83.94914772802632
1797,4858.063564894634,244464.1236043725,0.0,0.0,178918,41,4304.10167121874,0.0366561263799667,69.67740772313704
1798,4833.673335203755,244406.4702752785,0.0,0.0,179018,35,4161.6032622139965,0.0366186276078224,91.40936272405752
1799,4832.400498716248,244351.5656723829,0.0,0.0,179118,36,2726.297237374967,0.0365811213850975,90.75308769414106
1800,4859.442691939155,244299.42023211785,0.0,0.0,179218,45,5381.3783373014985,0.0365436226129531,68.68055558777058
1801,4865.6183264880965,244250.03278808304,0.0,0.0,179318,46,4883.260849923778,0.0365061238408088,60.259405247053785
1802,4856.753657960624,244203.39383464507,0.0,0.0,179418,40,4208.719224223809,0.0364686250686645,72.30993551208704
1803,4839.42651135585,244159.48919629483,0.0,0.0,179518,38,4896.045311997683,0.0364311262965202,84.06214802708219
1804,4850.139124158217,244118.32026342984,0.0,0.0,179618,41,5247.673742169097,0.0363936275243759,74.30570735243006
1805,4876.074640132225,244079.8968524396,0.0,0.0,179718,48,4702.604043345238,0.036356121301651,58.51268998639474
1806,4857.824351692485,244044.2043054082,0.0,0.0,179818,42,5036.168724826815,0.0363186225295066,70.45087435813184
1807,4859.325034097943,244011.2389210584,0.0,0.0,179918,42,4744.452207017438,0.0362811237573623,69.01320473217285
1808,4869.205358672421,243981.00163849257,0.0,0.0,180018,44,4357.828772396111,0.036243624985218,61.552545745767766
1809,4852.08386499199,243953.47847660643,0.0,0.0,180118,41,5071.231419484183,0.0362061262130737,75.82524170317167
1810,4873.237719336757,243928.67662010025,0.0,0.0,180218,49,4906.772286932248,0.0361686274409294,60.52581208025976
1811,4865.471579605946,243906.5872775524,0.0,0.0,180318,45,4499.306975482316,0.0361311212182045,66.68666826138829
1812,4863.2705308391305,243887.2047464861,0.0,0.0,180418,42,4563.48630058525,0.0360936224460601,65.14519705495609
1813,4850.35496709001,243870.5174304304,0.0,0.0,180518,40,5104.725781539189,0.0360561236739158,75.76328980896105
1814,4835.826789000246,243856.5128699786,0.0,0.0,180618,38,4014.9889026072055,0.0360186249017715,89.06560189968724
1815,4825.932353066397,243845.18118478777,0.0,0.0,180718,34,4064.281609056288,0.0359811261296272,99.97694121910642
1816,4868.277962554799,243836.5412669789,0.0,0.0,180818,48,5195.668270046786,0.0359436273574829,62.29310006868703
1817,4870.876341718424,243830.590103943,0.0,0.0,180918,47,5326.644417657911,0.0359061211347579,62.493743563239946
1818,4842.253005319857,243827.30752547632,0.0,0.0,181018,39,4370.9714271613775,0.0358686223626136,82.8986835307673
1819,4863.195935894677,243826.70063991772,0.0,0.0,181118,44,5120.603028826237,0.0358311235904693,66.44787835812234
1820,4866.010625869996,243828.76658489028,0.0,0.0,181218,45,4984.348458111494,0.035793624818325,64.51636693562097
1821,4824.412161238986,243833.4781282554,0.0,0.0,181318,33,5471.662477692927,0.0357561260461807,102.66233223659836
1822,4814.151969615661,243840.82528812232,0.0,0.0,181418,28,4230.394029442423,0.0357186272740364,121.22249619623888
1823,4859.626772069547,243850.82866095653,0.0,0.0,181518,43,4132.32496319502,0.0356811210513114,70.73810044003294
1824,4869.3160584803845,243863.4891895786,0.0,0.0,181618,46,4154.544605711282,0.0356436222791671,62.095068058937294
1825,4825.394236718363,243878.77845488169,0.0,0.0,181718,33,4413.761725157998,0.0356061235070228,103.3246541632424
1826,4873.042011803074,243896.7182201744,0.0,0.0,181818,46,5137.4566763618295,0.0355686247348785,61.02965558671871
1827,4845.993113831792,243917.2893386309,0.0,0.0,181918,36,5458.899211363522,0.0355311259627342,82.01359069289012
1828,4871.49718083156,243940.5014384673,0.0,0.0,182018,48,4768.92712563307,0.0354936271905899,60.19554070552173
1829,4837.606955355266,243966.3316709571,0.0,0.0,182118,35,5068.551272947091,0.0354561209678649,90.75970801624104
1830,4865.958580963779,243994.79123065388,0.0,0.0,182218,45,4822.3563537048085,0.0354186221957206,65.21226800884986
1831,4844.831310702197,244025.86427953804,0.0,0.0,182318,37,5101.5971741242165,0.0353811234235763,84.0339432017818
1832,4825.9021855544415,244059.53621335825,0.0,0.0,182418,31,4701.478912914452,0.035343624651432,104.78142357133083
1833,4873.851884217525,244095.82892581343,0.0,0.0,182518,45,4652.312652939538,0.0353061258792877,58.41587637375018
1834,4855.352275070618,244134.72805072108,0.0,0.0,182618,40,4986.794348468993,0.0352686271071434,72.15463726990856
1835,4851.74130384723,244176.2273624773,0.0,0.0,182718,38,4755.916701549499,0.0352311208844184,79.34724355267137
1836,4844.375886783935,244220.3186052424,0.0,0.0,182818,40,4149.562019589231,0.0351936221122741,80.99259197516366
1837,4829.983523385134,244266.98971799537,0.0,0.0,182918,34,5227.208877703612,0.0351561233401298,94.2627021231781
1838,4857.352592641604,244316.25137472185,0.0,0.0,183018,43,4053.4078381696136,0.0351186245679855,71.5637704816567
1839,4862.357325557794,244368.1020716723,0.0,0.0,183118,42,4671.0232018893375,0.0350811257958412,65.42067799720098
1840,4847.00579806196,244422.5292511888,0.0,0.0,183218,39,4539.303828458253,0.0350436270236969,75.94361806239333
1841,4860.552847998042,244479.5360715788,0.0,0.0,183318,42,4705.672815623575,0.0350061208009719,68.17648877234163
1842,4868.266335848544,244539.1225190416,0.0,0.0,183418,47,4188.906187531234,0.0349686220288276,59.87205449168377
1843,4859.562097846414,244601.27967648412,0.0,0.0,183518,40,4954.711870801214,0.0349311232566833,70.05975085301324
1844,4854.831046159205,244666.0007996348,0.0,0.0,183618,42,4532.690344018961,0.034893624484539,70.12645713338931
1845,4859.066582803207,244733.28401614216,0.0,0.0,183718,41,5488.945211446357,0.0348561257123947,68.8520551212856
1846,4856.449403897103,244803.1237475228,0.0,0.0,183818,45,4001.881007460865,0.0348186269402504,69.44564603916628
1847,4859.290924291476,244875.51738120936,0.0,0.0,183918,40,4779.633788687492,0.0347811207175254,71.14051615839271
1848,4850.711386806099,244950.45613340303,0.0,0.0,184018,39,4779.894708172828,0.0347436219453811,76.44297120921338
1849,4863.938180587429,245027.9430265027,0.0,0.0,184118,46,4343.104752490289,0.0347061231732368,63.91658325162501
1850,4823.591107879125,245107.9521331744,0.0,0.0,184218,30,5187.0154431323535,0.0346686244010925,108.1597301619593
