Episode,Reward,Avg Reward,Loss,Average Q,Total Frames,Number of completed tasks,Energy Consumption,Epsilon,The Ratio Energy to Tasks
705,4791.191620923928,225657.57242755144,40.67491912841797,42.34074783325195,70283,35,5953.211053566134,0.0773942470550537,170.09174438760382
706,4820.466332505865,225754.1720954601,41.11980056762695,41.474117279052734,70383,43,5008.457959412539,0.0773567482829094,116.47576649796602
707,4826.84053017624,225857.3164543213,37.01322937011719,48.7752571105957,70483,47,5138.995516219351,0.077319249510765,109.3403301323266
708,4820.567199340381,225966.96896336807,43.71040344238281,46.10060501098633,70583,46,5575.858121257392,0.0772817507386207,121.21430698385636
709,4841.075805474189,226083.1310087352,41.05352020263672,40.4707145690918,70683,48,4919.747764160216,0.0772442519664764,102.49474508667116
710,4806.550868235936,226205.72656574423,46.58184051513672,39.53807830810547,70783,36,5045.512855998473,0.0772067531943321,140.15313488884647
711,4819.103654622799,226334.74615722048,45.46991729736328,42.98933029174805,70883,46,5618.366582182003,0.0771692544221878,122.13840396047831
712,4811.464990291046,226470.15204015165,41.07820892333984,39.60587692260742,70983,41,5642.84712025465,0.0771317481994628,137.63041756718658
713,4818.437953548215,226611.9271474353,40.710731506347656,51.89323425292969,71083,44,5396.811690609553,0.0770942494273185,122.65481115021711
714,4823.417959680606,226760.0517200968,41.90184020996094,56.78414535522461,71183,45,5180.878892384877,0.0770567506551742,115.13064205299726
715,4817.375414783484,226914.49071492223,40.54597091674805,55.06071853637695,71283,42,5161.592769498879,0.0770192518830299,122.89506594044948
716,4802.022989779944,227075.19629970603,45.92771530151367,40.332366943359375,71383,34,5136.96450561221,0.0769817531108856,151.08719134153557
717,4830.40141071321,227242.18181518785,42.509883880615234,43.4533805847168,71483,50,5237.299026423891,0.0769442468881607,104.74598052847782
718,4814.608980464691,227415.39909415983,43.37362289428711,51.6103401184082,71583,41,5542.141848325322,0.0769067481160163,135.17419142256884
719,4797.983726771898,227594.79908031088,42.14985275268555,42.45355987548828,71683,36,5853.538427979511,0.076869249343872,162.59828966609751
720,4814.907040636055,227780.37952009327,45.09669876098633,43.10970306396485,71783,42,4987.748721976066,0.0768317505717277,118.75592195181108
721,4824.050746107881,227972.1273973641,43.605255126953125,39.07157897949219,71883,44,5194.5106210867525,0.0767942517995834,118.05705957015348
722,4833.001169881609,228170.0295006589,43.6913948059082,48.38077163696289,71983,50,5137.506385941524,0.0767567530274391,102.75012771883048
723,4801.376527943939,228374.0166485965,46.38288497924805,35.54462814331055,72083,35,5447.664728989825,0.0767192542552948,155.64756368542356
724,4818.900062407949,228584.0878320741,39.98964691162109,48.78511047363281,72183,42,4743.528569680871,0.0766817480325698,112.94115642097312
725,4826.773535695451,228800.22875545349,42.30296325683594,42.28593826293945,72283,46,5237.269811336591,0.0766442492604255,113.85369155079546
726,4816.392927444307,229022.40009297416,43.4478874206543,45.1992416381836,72383,42,5419.364054269856,0.0766067504882812,129.0324774826156
727,4818.207932029152,229250.57948716657,43.66402816772461,40.083290100097656,72483,42,5176.0570023351465,0.0765692517161369,123.2394524365511
728,4817.186310471734,229484.7408121162,43.26170349121094,49.29243469238281,72583,40,5001.318337749341,0.0765317529439926,125.03295844373352
729,4831.200781780295,229724.878682452,44.239479064941406,41.33399963378906,72683,49,5161.712909978873,0.0764942467212677,105.3410797954872
730,4814.484855725139,229970.94570342405,44.0020866394043,33.115943908691406,72783,43,5342.157851206139,0.0764567479491233,124.23622909781716
731,4852.066413290391,230222.9689161602,45.20930480957031,36.27117156982422,72883,56,5148.064273072872,0.076419249176979,91.92971916201556
732,4831.684554965526,230480.89613725853,40.969505310058594,43.79655838012695,72983,51,5193.542495313275,0.0763817504048347,101.8341665747701
733,4824.812617960968,230744.6938735828,43.20111846923828,41.59101104736328,73083,46,5402.03024075611,0.0763442516326904,117.43544001643718
734,4830.660111617297,231014.3461196198,38.486289978027344,47.40656280517578,73183,48,5172.570653209696,0.0763067528605461,107.76188860853532
735,4821.293475039071,231289.8162854707,37.62377166748047,45.3615608215332,73283,42,4997.91243122,0.0762692540884018,118.99791502904762
736,4800.445237972133,231571.05240099083,42.34767532348633,42.37177276611328,73383,36,5508.144952902629,0.0762317478656768,153.00402646951747
737,4821.380992359365,231858.0593955914,43.0277099609375,48.93325805664063,73483,43,4917.538266808668,0.0761942490935325,114.36135504206204
738,4807.790883645532,232150.79545229545,43.3115463256836,40.304954528808594,73583,40,5459.338243988401,0.0761567503213882,136.48345609971005
739,4821.1889096917,232449.255450616,39.77096557617188,50.46627807617188,73683,45,5631.473530513933,0.0761192515492439,125.14385623364296
740,4809.476783692895,232753.40041086244,40.93828201293945,44.43856048583984,73783,38,5463.132259042817,0.0760817527770996,143.76663839586362
741,4816.281968940864,233063.21651942216,42.67526245117188,47.33984756469727,73883,42,5250.319511601643,0.0760442465543747,125.00760741908674
742,4834.959682023327,233378.70601622533,43.05352020263672,44.99544906616211,73983,51,5103.77976806066,0.0760067552328109,100.07411309922864
743,4820.902061365254,233699.82713005508,38.73808670043945,47.68598556518555,74083,45,5113.877450290893,0.075969249010086,113.6417211175754
744,4801.112157111988,234026.53061962908,46.68720626831055,37.779422760009766,74183,32,5062.011150033388,0.0759317502379417,158.18784843854337
745,4832.952835817472,234358.83671759,43.89613723754883,38.4295654296875,74283,49,5084.232831807109,0.0758942514657974,103.75985371034916
746,4803.90526466025,234696.6840378652,40.52101135253906,46.12540054321289,74383,36,4831.432814685511,0.0758567526936531,134.20646707459753
747,4812.639431955875,235040.0620329952,41.64663696289063,51.89739227294922,74483,43,5632.411060399958,0.0758192539215087,130.98630373023158
748,4813.381136554235,235388.94954100405,46.041133880615234,50.2951545715332,74583,43,5529.898014689097,0.0757817476987838,128.60227941137435
749,4828.6566930449335,235743.34489124903,44.203887939453125,46.513282775878906,74683,44,5087.392444691272,0.0757442489266395,115.62255556116526
750,4828.551065088192,236103.22594104736,44.09538269042969,44.621376037597656,74783,49,5430.726834449102,0.0757067501544952,110.83115988671636
751,4829.862869604898,236468.57255038025,40.84267807006836,46.75938415527344,74883,47,5295.860327212722,0.0756692513823509,112.67787930239834
752,4791.054729794501,236839.31140607587,40.88007736206055,46.03089904785156,74983,36,6096.269310570555,0.0756317526102066,169.3408141825154
753,4836.529690732423,237215.4813651924,39.225704193115234,54.005184173583984,75083,49,4764.531557049369,0.0755942463874816,97.23533789896672
754,4836.070365230436,237597.0602388082,42.3255500793457,39.129432678222656,75183,52,5165.108387707151,0.0755567550659179,99.32900745590676
755,4818.673039225745,237984.00355064092,46.97018051147461,39.65789031982422,75283,46,5770.102261830936,0.075519248843193,125.43700569197688
756,4843.200463557267,238376.322442183,43.3887825012207,39.77414321899414,75383,51,4924.674038755707,0.0754817500710487,96.56223605403348
757,4832.826435766532,238773.9819520003,41.368797302246094,57.41908645629883,75483,48,5225.746219640481,0.0754442512989044,108.8697129091767
758,4156.539949143771,239176.0699478908,45.83692932128906,45.261531829833984,75569,40,4035.424153711181,0.0754120051860809,100.88560384277952
759,4790.453801523283,238867.6678213824,45.0649299621582,36.76830673217773,75668,51,5263.991407178774,0.0753748714923858,103.21551778781912
760,4814.336591816145,238566.40254223903,43.05354309082031,49.57184982299805,75768,45,5525.226975571305,0.0753373801708221,122.78282167936231
761,4815.05235042843,238272.2469519524,45.05500030517578,45.80927658081055,75868,43,5523.448522959556,0.0752998739480972,128.45229123161758
762,4814.412883011944,237985.17225821028,44.00887680053711,49.65378952026367,75968,46,6087.639093328335,0.0752623751759529,132.3399802897464
763,4814.918440809339,237705.15131817025,43.46263122558594,49.94395065307617,76068,44,5457.462024101638,0.0752248764038086,124.03322782049176
764,4825.399171784426,237432.17017035483,40.91575241088867,46.7597541809082,76168,49,5599.461331622195,0.0751873776316642,114.27472105351418
765,4820.196382357477,237166.19445162296,45.743202209472656,44.42696380615234,76268,46,5831.362408480134,0.0751498788595199,126.76874801043768
766,4827.2195063320905,236907.20591795468,43.07046890258789,48.782108306884766,76368,49,5742.945069102614,0.075112372636795,117.2029605939309
767,4798.851286543992,236655.14033787217,42.89972305297852,54.13656234741211,76468,38,5814.833904283936,0.0750748738646507,153.02194484957727
768,4811.379882404748,236409.98699581643,46.84992218017578,39.102813720703125,76568,41,5360.0616838848,0.0750373750925064,130.7332118020683
769,4807.508051642704,236171.7139326383,42.352657318115234,51.99485397338867,76668,37,5489.009260133396,0.074999876320362,148.35160162522692
770,4820.784329913498,235940.31159638145,36.077754974365234,50.694183349609375,76768,42,4684.180494820066,0.0749623775482177,111.52810701952538
771,4804.919778161951,235715.73273739225,42.03131866455078,51.92592239379883,76868,36,4917.799266006172,0.0749248713254928,136.6055351668381
772,4813.56934613239,235497.9620634795,42.74332046508789,44.53644943237305,76968,39,5107.790312991288,0.0748873800039291,130.968982384392
773,4814.3845015072,235286.9742395013,40.41118621826172,54.27996063232422,77068,42,5634.568243842063,0.0748498737812042,134.15638675814435
774,4814.521503946191,235082.7431860417,46.9141845703125,41.91221237182617,77168,43,5530.471639698459,0.0748123750090599,128.61561952787113
775,4835.389803820304,234885.26967370423,37.79792404174805,45.4376106262207,77268,51,5114.254722394835,0.0747748762369155,100.27950436068303
776,4816.0472835441615,234694.502717748,39.83813095092773,47.259498596191406,77368,44,6107.118475661977,0.0747373774647712,138.79814717413583
777,4842.675338897607,234510.45068370787,41.834503173828125,39.62483215332031,77468,49,4493.089784497017,0.0746998786926269,91.69570988769422
778,4830.396084112275,234333.07194896456,43.26372528076172,34.28422546386719,77568,44,4537.252659475038,0.074662372469902,103.11937862443268
779,4827.98144103821,234162.33775128608,43.253448486328125,36.94699478149414,77668,47,5195.200212437383,0.0746248736977577,110.53617473271028
780,4798.30216759129,233998.18456585208,44.28604888916016,44.08381652832031,77768,33,5347.500285792383,0.0745873749256134,162.04546320582978
781,4831.109272446105,233840.629098632,40.87350463867188,51.072208404541016,77868,47,4992.4404947296425,0.074549876153469,106.22213818573708
782,4825.725242636676,233689.6391948565,45.81462860107422,47.68012237548828,77968,45,4799.6074014415935,0.0745123773813247,106.65794225425763
783,4820.211919344962,233545.1826988959,45.31987762451172,41.898887634277344,78068,42,4861.012285156685,0.0744748711585998,115.73838774182585
784,4831.216911017866,233407.2486614104,42.65573120117188,45.7760009765625,78168,51,5432.465919878305,0.0744373798370361,106.51893960545696
785,4807.345220242758,233275.7818164124,37.952266693115234,48.08966445922852,78268,36,5038.1675036672095,0.0743998736143112,139.94909732408917
786,4810.368795474729,233150.7613532257,43.12957000732422,42.66465759277344,78368,37,4682.506171471847,0.0743623748421669,126.55422085059044
787,4821.985317733866,233032.1774715671,39.919952392578125,54.02535629272461,78468,40,4480.083444348187,0.0743248760700225,112.00208610870467
788,4821.762203016755,232920.0054149608,41.83259201049805,47.38985443115234,78568,45,5263.935337037256,0.0742873772978782,116.97634082305012
789,4819.555134365481,232814.2180409465,45.832176208496094,38.77517318725586,78668,45,5090.72052355035,0.0742498785257339,113.12712274556333
790,4802.035109206598,232714.7689853357,42.28738784790039,48.5355110168457,78768,34,5018.270159032691,0.074212372303009,147.59618114802032
791,4841.167687448586,232621.6836491676,43.62702941894531,43.70342254638672,78868,50,4595.54344212354,0.0741748735308647,91.9108688424708
792,4843.882802961918,232534.9413816948,45.90019607543945,33.974979400634766,78968,51,4578.53803651128,0.0741373747587204,89.77525561786823
793,4816.245338438486,232454.4834087728,43.92205047607422,42.520050048828125,79068,43,5245.67558068526,0.074099875986576,121.99245536477348
794,4818.003572067886,232380.28822769728,46.43266677856445,47.60211944580078,79168,46,5696.508439233672,0.0740623772144317,123.83713998334068
795,4818.605535197916,232312.3329912164,47.730899810791016,45.1694564819336,79268,41,5026.086057375011,0.0740248709917068,122.58746481402464
796,4825.018269763765,232250.6022575495,42.91873550415039,47.603515625,79368,42,4699.830944016547,0.0739873796701431,111.90073676229872
797,4825.958937982388,232195.07380509225,46.55231857299805,39.96601867675781,79468,45,5214.915201442316,0.0739498734474182,115.88700447649592
798,4805.593366422807,232145.69885735508,42.510196685791016,49.627689361572266,79568,39,5666.902737887198,0.0739123746752739,145.30519840736406
799,4819.235842305323,232102.4713917901,41.29438400268555,43.73973083496094,79668,45,5460.2805169024505,0.0738748759031295,121.33956704227668
800,4824.952619654388,232065.37552117,42.544578552246094,45.5410385131836,79768,46,5401.8954944461,0.0738373771309852,117.43251074882826
801,4822.443495788786,232034.3851807705,43.86333084106445,39.23522186279297,79868,44,5299.902099517523,0.0737998783588409,120.45232044358008
802,4835.552531329566,232009.4938854672,44.269081115722656,36.03276062011719,79968,50,4768.300126473623,0.073762372136116,95.36600252947248
803,4801.7543393049855,231990.63684007665,41.90750503540039,47.70574188232422,80068,37,5541.958328777546,0.0737248733639717,149.78265753452823
804,4800.548776412295,231977.79005911743,44.67255783081055,42.64329528808594,80168,37,5388.729613973905,0.0736873745918273,145.64134091821364
805,4808.407216699648,231970.94092180408,43.21956634521485,47.28909683227539,80268,40,5482.129019237415,0.073649875819683,137.05322548093537
806,4819.525389009417,231970.08090922883,44.28325653076172,44.4637336730957,80368,43,5103.180383763887,0.0736123770475387,118.67861357590436
807,4820.695479277696,231975.189232674,45.81926727294922,38.08138275146485,80468,41,4891.217798502155,0.0735748782753944,119.29799508541842
808,4811.972815304733,231986.2329778353,43.47409057617188,44.90171813964844,80568,38,5134.00006473923,0.0735373795032501,135.10526486155868
809,4823.728405823029,232003.2046747441,42.45193862915039,47.88185119628906,80668,45,5153.288919013052,0.0734998732805252,114.51753153362336
810,4824.143505516404,232026.08290693248,45.27104187011719,45.3668212890625,80768,46,5470.964494368061,0.0734623745083808,118.93401074713177
811,4818.167177472642,232054.8384922158,42.28163909912109,50.479042053222656,80868,41,4913.568793206185,0.0734248757362365,119.84314129771182
812,4837.4316502773145,232089.4734384828,42.11231994628906,41.98053359985352,80968,52,5017.251450444164,0.0733873769640922,96.48560481623392
813,4813.190727418667,232129.9362973233,46.14306640625,46.40909576416016,81068,41,5264.991312770697,0.0733498781919479,128.41442226269993
814,4831.078086282185,232176.2275639781,44.49403381347656,46.62594604492188,81168,49,5336.11367533583,0.073312371969223,108.90027908848631
815,4813.169533600158,232228.3038637215,39.6158447265625,47.983428955078125,81268,40,5012.448544793937,0.0732748731970787,125.31121361984842
816,4804.834815788781,232286.1337524689,43.0630111694336,44.85200500488281,81368,36,5222.147625405341,0.0732373744249343,145.05965626125948
817,4827.02553761116,232349.72325706,43.55061340332031,41.27133941650391,81468,44,4987.785547204781,0.07319987565279,113.3587624364723
818,4808.69345606456,232419.0288965068,40.47029113769531,52.59725189208984,81568,41,5400.9527730827685,0.0731623768806457,131.73055544104312
819,4801.01803820167,232494.0203978553,42.99399566650391,46.59980010986328,81668,38,5706.429403155635,0.0731248781085014,150.16919481988512
820,4794.888325135107,232574.6695183541,46.25138854980469,48.36835861206055,81768,36,5710.676525526622,0.0730873793363571,158.6299034868506
821,4792.515072485665,232660.95272258943,42.4042854309082,44.29268646240234,81868,33,5860.977630454756,0.0730498731136322,177.6053827410532
822,4829.9096181778,232752.89491006875,43.79258346557617,39.864593505859375,81968,49,4993.335760344169,0.0730123743414878,101.90481143559528
823,4817.917901676206,232850.4609246436,42.84635925292969,44.43544006347656,82068,43,5262.411528197757,0.0729748755693435,122.38166344645948
824,4814.766827040759,232953.6264965491,46.61417388916016,44.78367233276367,82168,41,5388.135901754373,0.0729373767971992,131.41794882327738
825,4794.37831713754,233062.34660498417,41.744407653808594,49.19171905517578,82268,33,5497.715259756835,0.0728998780250549,166.59743211384347
826,4806.62956166541,233176.6159145616,37.47013854980469,56.78123092651367,82368,38,5444.500596169382,0.07286237180233,143.27633147814163
827,4811.028880341037,233296.41963266704,44.21065902709961,40.941287994384766,82468,41,5309.471668772574,0.0728248730301857,129.49930899445303
828,4824.348037060932,233421.7537978182,45.845062255859375,34.63618087768555,82568,48,5656.795672769775,0.0727873742580413,117.8499098493703
829,4840.308607606043,233552.61765005044,45.12492752075195,32.653663635253906,82668,54,5134.304110697703,0.072749875485897,95.07970575366116
830,4815.016672894126,233688.9607910533,42.04905319213867,45.09887313842773,82768,43,5402.452267832996,0.0727123767137527,125.63842483332547
831,4807.9830958342645,233830.75500995744,39.98923110961914,54.10490798950195,82868,38,4883.30712962785,0.0726748779416084,128.50808235862763
832,4806.411021937325,233977.9787877861,44.36720657348633,37.2920150756836,82968,39,5286.891051546147,0.0726373791694641,135.56130901400377
833,4775.223884675361,234130.57519910275,44.33583068847656,45.880958557128906,83068,23,5454.733734966023,0.0725998729467392,237.16233630287056
834,4803.198739050305,234288.55844385232,48.1815185546875,46.69948196411133,83168,35,5196.906491471978,0.0725623741745948,148.48304261348508
835,4811.0972327701165,234451.91863925164,39.10921096801758,54.087528228759766,83268,39,5052.732979532913,0.0725248754024505,129.5572558854593
836,4802.700234757853,234620.62648082065,45.28522109985352,42.299015045166016,83368,37,5417.862613786885,0.0724873766303062,146.42871929153745
837,4776.554992285615,234794.63162466785,42.32094192504883,49.2132568359375,83468,23,5227.746944061364,0.0724498778581619,227.29334539397237
838,4824.812642221223,234973.97264736425,44.17243576049805,45.29722213745117,83568,46,5051.696882385237,0.072412371635437,109.81949744315732
839,4817.799067922577,235158.62214270656,42.06377029418945,40.94612503051758,83668,44,5347.840087437304,0.0723748728632927,121.54182016902963
840,4799.701352475327,235348.539655126,42.716705322265625,40.91884613037109,83768,34,5121.014860966476,0.0723373740911483,150.61808414607282
841,4797.0139389124815,235543.7032232627,45.31036758422852,55.71606063842773,83868,33,4996.026076753216,0.072299875319004,151.3947295985823
842,4797.033100029687,235744.0942006092,41.740325927734375,57.164180755615234,83968,33,5201.682795900968,0.0722623765468597,157.6267513909384
843,4813.594094872649,235949.71362835867,43.62475204467773,44.50766754150391,84068,40,4965.615035025752,0.0722248777747154,124.1403758756438
844,4808.068050382484,236160.53640426783,43.95454406738281,46.23798751831055,84168,44,6105.117342936981,0.0721873790025711,138.7526668849314
845,4818.394782118499,236376.55628328607,46.12846755981445,40.32490921020508,84268,41,5127.352986195008,0.0721498727798461,125.05738990719532
846,4799.800261696568,236597.7329043393,42.30118560791016,52.87411117553711,84368,36,5556.451912121265,0.0721123740077018,154.34588644781292
847,4841.446196430596,236824.0971350085,42.54998016357422,38.40684509277344,84468,51,5101.89313363441,0.0720748752355575,100.03712026734138
848,4823.578052894445,237055.60959841212,44.45839309692383,35.088829040527344,84568,46,4864.637131163036,0.0720373764634132,105.75298111223992
849,4828.319325277407,237292.25770228464,45.71883773803711,42.24247741699219,84668,43,4683.275614565529,0.0719998776912689,108.91338638524486
850,4799.060291516304,237533.98896019207,42.880470275878906,43.866512298583984,84768,37,5650.673124641064,0.071962371468544,152.72089526056928
851,4803.548833644774,237780.7907419468,42.39010238647461,47.679447174072266,84868,39,5821.923505429819,0.0719248801469802,149.28008988281587
852,4823.296275523724,238032.66836509889,43.108497619628906,42.44900894165039,84968,41,4618.172838984116,0.0718873739242553,112.63836192644185
853,4824.991726486594,238289.6059841294,44.56892013549805,49.40785217285156,85068,43,4531.784082197177,0.071849875152111,105.3903274929576
854,4856.155811119475,238551.62229388865,41.6611328125,46.18775939941406,85168,54,4234.361407077347,0.0718123763799667,78.41410013106199
855,4823.303826727788,238818.6611167404,40.11163711547852,44.91728973388672,85268,45,4831.584538231662,0.0717748776078224,107.36854529403692
856,4804.553923656989,239090.6829924253,42.83699798583984,55.01618576049805,85368,38,5453.501391983009,0.0717373788356781,143.51319452586867
857,4834.560555096192,239367.70547044548,43.374053955078125,40.99322128295898,85468,50,5010.158667275799,0.0716998726129531,100.20317334551596
858,4817.94462884526,239649.6917431954,38.3704948425293,51.685794830322266,85568,46,5250.630161636509,0.0716623738408088,114.14413394861975
859,4808.47449297912,239936.6134833261,43.691017150878906,48.4746208190918,85668,44,6179.691625608772,0.0716248750686645,140.4475369456539
860,4826.607488766254,240228.4745544771,44.47787094116211,40.98674011230469,85768,50,5605.629321909277,0.0715873762965202,112.11258643818552
861,4801.634101431584,240525.22879495428,46.9953498840332,44.25312042236328,85868,38,5410.837309365044,0.0715498775243759,142.39045550960645
862,4811.106869447627,240826.87017145523,39.72286224365234,52.977760314941406,85968,41,5338.3710150345,0.071512371301651,130.20417109840244
863,4811.899428890669,241133.3826320717,42.41971206665039,55.29331970214844,86068,41,5216.338444604306,0.0714748799800872,127.22776694156843
864,4826.030131091771,241444.7656189424,44.62196731567383,46.56549453735352,86168,45,5021.850586910383,0.0714373737573623,111.5966797091196
865,4791.2323817883735,241760.9620774159,45.0408821105957,50.72820663452149,86268,29,5259.3434753374895,0.071399874985218,181.3566715633617
866,4811.239391698036,242081.9784280172,42.51520538330078,47.951271057128906,86368,44,6114.089103868464,0.0713623762130737,138.9565705424651
867,4801.525909203105,242407.7868214848,40.92065048217773,52.61920928955078,86468,39,5762.682474169997,0.0713248774409294,147.76108908128197
868,4817.4940167859895,242738.3890897854,45.6935920715332,49.815425872802734,86568,39,4592.371022477048,0.0712873786687851,117.75310314043712
869,4815.233518081717,243073.7661040417,40.257232666015625,47.67471694946289,86668,41,5401.462765299599,0.0712498724460601,131.74299427559995
870,4805.406447061221,243413.8901360001,42.12025833129883,52.85145568847656,86768,37,4882.313427251647,0.0712123736739158,131.9544169527472
871,4831.014548586798,243758.7742212667,39.476829528808594,42.833534240722656,86868,47,4989.761349352659,0.0711748749017715,106.16513509260976
872,1060.4898289436242,244104.0829590629,40.69342803955078,51.90788650512695,86890,11,1234.5362530816346,0.0711666271090507,112.23056846196678
873,4774.088549485053,243830.2500135142,42.53886795043945,45.48715972900391,86989,39,4834.266045453365,0.0711295008659362,123.95553962700936
874,4832.260643764984,243562.5655554339,44.922142028808594,44.00553131103516,87089,45,5032.054275339182,0.0710920020937919,111.8234283408707
875,4798.864710061653,243300.97040514607,41.275516510009766,46.03745651245117,87189,38,5682.121012819356,0.0710545033216476,149.52950033735146
876,4817.354052235007,243045.46481512373,44.88180541992188,47.020301818847656,87289,41,4900.8051137510665,0.0710169970989227,119.53183204270894
877,4806.606717503575,242796.0157375132,47.60172271728516,36.929237365722656,87389,38,5516.109823066316,0.0709794983267784,145.16078481753462
878,4817.563216369013,242552.6149663549,41.94941329956055,49.27938079833984,87489,40,4787.843699989156,0.0709419995546341,119.6960924997289
879,4814.6944856171285,242315.2386225012,45.608306884765625,42.715553283691406,87589,45,5586.151214657388,0.0709045007824897,124.13669365905308
880,4799.508931241864,242083.84895471885,40.739994049072266,53.72395324707031,87689,38,5653.590725119124,0.0708670020103454,148.77870329260853
881,4825.222762392477,241858.45475416773,42.736907958984375,42.36528778076172,87789,46,5018.776234020617,0.0708295032382011,109.10383117436125
882,4803.193225715062,241639.01070268443,41.681766510009766,51.75448226928711,87889,37,5388.144318368046,0.0707920044660568,145.6255221180553
883,4808.051739313436,241425.50210351136,46.09526824951172,41.191192626953125,87989,40,5888.048743833613,0.0707544982433319,147.20121859584032
884,4818.514204450345,241217.92065846577,37.82291412353516,52.1728401184082,88089,44,5440.827432086189,0.0707169994711875,123.65516891104976
885,4808.2672071253255,241016.23473271725,43.11037063598633,39.45591354370117,88189,40,5222.091082734973,0.0706795006990432,130.5522770683743
886,4827.211820842211,240820.4457445925,41.371185302734375,45.65152740478516,88289,48,4850.554877047951,0.0706420019268989,101.05322660516563
887,4806.313303917748,240630.5102376392,43.317569732666016,37.462982177734375,88389,42,5992.127920733605,0.0706045031547546,142.66971239841916
888,4797.549753573432,240446.3986010656,41.44377136230469,44.0720329284668,88489,35,5341.592033677778,0.0705669969320297,152.6169152479365
889,4843.945570148411,240268.14333397863,44.8503532409668,32.79718017578125,88589,50,4636.41075713707,0.0705294981598854,92.7282151427414
890,4807.654226200248,240095.6839869371,44.33935546875,47.40608215332031,88689,37,5261.963142898821,0.070491999387741,142.21522007834653
891,4796.3702757618885,239928.9884167676,45.9271354675293,40.57077407836914,88789,31,4894.847797272858,0.0704545006155967,157.89831604105993
892,4803.594236512799,239768.0453498196,41.81613159179688,37.95097351074219,88889,36,5554.369926074811,0.0704170018434524,154.28805350207807
893,4807.535398551525,239612.83989084972,41.36846160888672,53.76204681396485,88989,44,6197.669873613137,0.0703795030713081,140.85613349120766
894,4812.121173210777,239463.35793142312,42.32730865478516,45.47480392456055,89089,40,4937.897609114385,0.0703420042991638,123.44744022785964
895,4818.658342989598,239319.5876039852,42.53315353393555,39.4454345703125,89189,44,5292.91767778233,0.0703044980764389,120.29358358596204
896,4832.522473973382,239181.52526219803,41.9146614074707,47.06410217285156,89289,51,5285.30720488615,0.0702669993042945,103.6334746056108
897,4806.773627220216,239049.1231635187,46.68421936035156,43.6014518737793,89389,38,5540.591051519252,0.0702295005321502,145.80502767155926
898,4821.502113298746,238922.37880267104,41.029632568359375,43.57769393920898,89489,43,4982.805922325992,0.0701920017600059,115.8792074959533
899,4815.449638176418,238801.2665955566,42.73348617553711,46.87754821777344,89589,44,5528.656858405477,0.0701545029878616,125.6512922364881
900,4808.731353465977,238685.7603326904,42.53110885620117,48.8848876953125,89689,38,5114.580053434096,0.0701169967651367,134.5942119324762
901,4816.478305749159,238575.849957664,46.1898193359375,40.80033493041992,89789,44,5651.457821871445,0.0700794979929924,128.442223224351
902,4830.514432619675,238471.53242337145,43.90964889526367,44.0992317199707,89889,49,5062.68244804148,0.070041999220848,103.3200499600302
903,4835.351897908666,238372.79452067896,45.77556610107422,36.10310363769531,89989,49,4842.859202285035,0.0700045004487037,98.83386127112315
904,4835.253800314997,238279.6176451752,41.8315315246582,46.91595077514648,90089,51,5291.181395340565,0.0699670016765594,103.74865481059932
905,4820.419344381022,238191.96700929097,43.4030876159668,36.664981842041016,90189,46,5659.166408212943,0.0699295029044151,123.02535670028136
906,4812.47337171869,238109.8155736752,46.5599479675293,43.065185546875,90289,40,5468.166028109641,0.0698920041322708,136.70415070274103
907,4844.016103121714,238033.17990785505,45.866947174072266,42.592018127441406,90389,51,4757.600586436194,0.0698544979095459,93.28628600855282
908,4800.285313153203,237961.99369928983,47.7226791381836,44.62807083129883,90489,35,5157.345264615986,0.0698169991374015,147.35272184617102
909,4821.522938633803,237896.26232078587,42.25912094116211,39.527191162109375,90589,44,5074.448003703641,0.0697795003652572,115.3283637205373
910,4825.2728946918505,237835.97192543425,46.87776184082031,47.51462936401367,90689,47,5300.918211764976,0.0697420015931129,112.78549386733992
911,4829.37747938541,237781.109115905,42.884185791015625,42.739200592041016,90789,48,5032.158312480868,0.0697045028209686,104.83663151001808
912,4810.83209913582,237731.63574527853,46.34637069702149,45.13250350952149,90889,42,5604.499529550958,0.0696669965982437,133.4404649893085
913,4816.035821166763,237687.5398172805,39.0711784362793,50.277435302734375,90989,43,5174.2542692542775,0.0696294978260994,120.3314946338204
914,4839.050653052225,237648.8288537733,49.32582092285156,31.817359924316406,91089,52,5093.260346343915,0.069591999053955,97.9473143527676
915,4822.856530492543,237615.4675392371,43.02000427246094,45.45954895019531,91189,44,4812.529825043486,0.0695545002818107,109.3756778418974
916,4819.911486199475,237587.43516048644,40.78214263916016,56.17763519287109,91289,41,4830.461430118565,0.0695170015096664,117.8161324419162
917,4824.183918902272,237564.7189567645,47.85112380981445,36.697998046875,91389,45,5174.855300732132,0.0694795027375221,114.99678446071404
918,4824.258703599015,237547.30165523084,45.824256896972656,38.39437103271485,91489,46,5015.313213040587,0.0694420039653778,109.02854810957795
919,4818.306785424851,237535.1595073804,45.26679992675781,44.59873962402344,91589,42,5270.883626990515,0.0694044977426529,125.49722921405989
920,4822.53437867426,237528.27992052265,43.32057571411133,45.95149993896485,91689,48,5570.207979000697,0.0693669989705085,116.04599956251452
921,4810.962524399103,237526.63322053925,40.99271011352539,48.55818176269531,91789,43,5711.519089516922,0.0693295001983642,132.82602533760283
922,4814.779439384874,237530.2065344664,42.4615592956543,49.51190948486328,91889,43,5417.280113615474,0.0692920014262199,125.9832584561738
